,Active Players,Age,Pos.,Status,Adj. Salary
9641,Bryan Reynolds,27,CF,Vet,"$6,750,000"
9642,Giovanny Urshela,30,3B,Arb 2,"$6,550,000"
9643,Corbin Burnes,27,SP,Arb 1,"$6,500,000"
9644,Gleyber Torres,25,2B,Arb 2,"$6,250,000"
9645,Paul DeJong,28,SS,Vet,"$6,166,666"
9646,Juan Soto,23,RF,Arb 2,"$6,013,184"
9647,Jordan Lyles,31,SP,Vet,"$6,000,000"
9648,Yan Gomes,34,C,Vet,"$6,000,000"
9649,Shane Bieber,27,SP,Arb 1,"$6,000,000"
9650,Andrew Chafin,32,RP,Vet,"$6,000,000"
9651,Brad Hand,32,RP,Vet,"$6,000,000"
9652,Nick Martinez,31,RP,Vet,"$6,000,000"
9653,Robert Suarez,31,RP,Pre-Arb,"$6,000,000"
9654,J.P. Crawford,27,SS,Vet,"$6,000,000"
9655,Jeimer Candelario,28,3B,Arb 2,"$5,800,000"
9656,Jameson Taillon,30,SP,Arb 3,"$5,800,000"
9657,Marco Gonzales,30,SP,Vet,"$5,750,000"
9658,Manuel Margot,27,RF,Arb 3,"$5,600,000"
9659,Merrill Kelly,33,SP,Vet,"$5,583,333"
9660,Zach Eflin,28,RP,Arb 3,"$5,550,000"
9661,Rich Hill,42,SP,Vet,"$5,500,000"
9662,Leury Garcia,31,2B,Vet,"$5,500,000"
9663,Shohei Ohtani,27,SP,Arb 2,"$5,500,000"
9664,Miguel Rojas,33,SS,Vet,"$5,500,000"
9665,Yimi Garcia,31,RP,Vet,"$5,500,000"
9666,Jose Leclerc,28,RP/CL,Vet,"$5,250,000"
9667,Kole Calhoun,34,LF,Vet,"$5,200,000"
9668,Tyler Glasnow,28,SP,Arb 3,"$5,100,000"
9669,Jose Iglesias,32,SS,Vet,"$5,000,000"
9670,Ryan McMahon,27,3B,Vet,"$5,000,000"
9671,Martin Maldonado,35,C,Vet,"$5,000,000"
9672,Omar Narvaez,30,C,Arb 3,"$5,000,000"
9673,Adam Ottavino,36,RP,Vet,"$5,000,000"
9674,Corey Dickerson,33,LF,Vet,"$5,000,000"
9675,Jack Flaherty,26,SP,Arb 2,"$5,000,000"
9676,Amed Rosario,26,SS,Arb 2,"$4,950,000"
9677,Brad Keller,26,RP,Arb 2,"$4,825,000"
9678,Hunter Dozier,30,1B,Vet,"$4,750,000"
9679,Isiah Kiner-Falefa,27,SS,Arb 2,"$4,700,000"
9680,Michael Taylor,31,CF,Vet,"$4,650,000"
9681,Will Smith,32,RP,Vet,"$4,642,857"
9682,Willy Adames,26,SS,Arb 1,"$4,600,000"
9683,Joe Wendle,32,3B,Arb 2,"$4,550,000"
9684,Ian Kennedy,37,RP,Vet,"$4,500,000"
9685,Donovan Solano,34,2B,Vet,"$4,500,000"
9686,Cesar Hernandez,32,2B,Vet,"$4,500,000"
9687,Brian Anderson,29,3B,Arb 2,"$4,475,000"
9688,Aledmys Diaz,31,SS,Arb 3,"$4,450,000"
9689,Daniel Bard,37,RP/CL,Arb 3,"$4,400,000"
9690,Drew Smyly,33,SP,Vet,"$4,250,000"
9691,Brooks Raley,34,RP,Pre-Arb,"$4,250,000"
9692,Alex Colome,33,RP,Vet,"$4,100,000"
9693,Collin McHugh,35,RP,Vet,"$4,000,000"
9694,Josh Harrison,34,2B,Vet,"$4,000,000"
9695,Austin Hedges,29,C,Arb 4,"$4,000,000"
9696,David Fletcher,28,SS,Vet,"$4,000,000"
9697,Dylan Bundy,29,SP,Vet,"$4,000,000"
9698,Craig Stammen,38,RP,Vet,"$4,000,000"
9699,Martin Perez,31,SP,Vet,"$4,000,000"
9700,Josh Hader,28,RP/CL,Arb 3,"$3,989,011"
9701,Austin Riley,25,3B,Arb 1,"$3,950,000"
9702,Raimel Tapia,28,RF,Arb 2,"$3,950,000"
9703,Seth Lugo,32,RP,Arb 3,"$3,925,000"
9704,Trevor Williams,30,RP,Arb 3,"$3,900,000"
9705,Sandy Alcantara,26,SP,Vet,"$3,800,000"
9706,Ross Stripling,32,SP,Arb 3,"$3,790,000"
9707,Tommy Kahnle,32,RP,Vet,"$3,725,000"
9708,Mike Yastrzemski,31,CF,Arb 1,"$3,700,000"
9709,Joey Gallo,28,LF,Arb 3,"$3,613,184"
9710,Alex Verdugo,26,LF,Arb 1,"$3,550,000"
9711,Raisel Iglesias,32,RP,Vet,"$3,516,480"
9712,Josh Bell,29,1B,Arb 3,"$3,516,480"
9713,Wilmer Flores,30,DH,Vet,"$3,500,000"
9714,David Phelps,35,RP,Vet,"$3,500,000"
9715,Carson Kelly,27,C,Arb 2,"$3,325,000"
9716,Luis Garcia,35,RP,Vet,"$3,250,000"
9717,Johnny Cueto,36,SP,Vet,"$3,206,452"
9718,Ji-Man Choi,31,1B,Arb 2,"$3,200,000"
9719,Kyle Farmer,31,SS,Arb 1,"$3,155,000"
9720,Anthony Santander,27,RF,Arb 2,"$3,150,000"
9721,David Peralta,34,LF,Vet,"$3,095,055"
9722,Chris Flexen,28,RP,Vet,"$3,050,000"
9723,Matthew Strahm,30,RP,Arb 3,"$3,000,000"
9724,Vincent Velasquez,30,RP,Vet,"$3,000,000"
9725,Elias Diaz,31,C,Vet,"$3,000,000"
9726,Framber Valdez,28,SP,Arb 1,"$3,000,000"
9727,Max Stassi,31,C,Vet,"$3,000,000"
9728,Dylan Floro,31,RP/CL,Arb 2,"$3,000,000"
9729,Jeff McNeil,30,2B,Arb 1,"$3,000,000"
9730,Pierce Johnson,31,RP,Pre-Arb,"$3,000,000"
9731,Jake Odorizzi,32,SP,Vet,"$2,813,187"
9732,Yandy Diaz,30,3B,Arb 1,"$2,800,000"
9733,Austin Barnes,32,C,Arb 3,"$2,750,000"
9734,Rafael Montero,31,RP,Arb 4,"$2,725,000"
9735,Chad Pinder,30,LF,Arb 3,"$2,725,000"
9736,Jorge Alfaro,29,C,Arb 2,"$2,725,000"
9737,Luis Castillo,29,SP,Arb 2,"$2,705,795"
9738,Brent Suter,32,RP,Arb 2,"$2,700,000"
9739,Trey Mancini,30,1B,Vet,"$2,678,585"
9740,Nick Pivetta,29,SP,Arb 1,"$2,650,000"
9741,Joely Rodriguez,30,RP,Pre-Arb,"$2,650,000"
9742,Reynaldo Lopez,28,RP,Arb 2,"$2,625,000"
9743,Miguel Castro,27,RP,Arb 3,"$2,620,000"
9744,Julio Rodriguez,21,CF,Pre-Arb,"$2,612,500"
9745,Christian Walker,31,1B,Arb 1,"$2,600,000"
9746,Albert Pujols,42,DH,Vet,"$2,600,000"
9747,Nicholas Lopez,27,3B,Arb 1,"$2,550,000"
9748,Luis Urias,25,2B,Pre-Arb,"$2,550,000"
9749,David Bote,29,2B,Vet,"$2,510,000"
9750,Cal Quantrill,27,SP,Arb 1,"$2,510,000"
9751,Aaron Bummer,28,RP,Vet,"$2,500,000"
9752,Freddy Peralta,26,SP,Vet,"$2,484,960"
9753,Christian Vazquez,31,C,Vet,"$2,461,568"
9754,Whit Merrifield,33,2B,Vet,"$2,461,568"
9755,Pablo Lopez,26,SP,Arb 1,"$2,450,000"
9756,Jacob Stallings,32,C,Arb 2,"$2,450,000"
9757,Eric Lauer,27,SP,Arb 1,"$2,425,000"
9758,Giovanny Gallegos,30,RP,Arb 1,"$2,410,000"
9759,Scott Barlow,29,RP/CL,Arb 1,"$2,400,000"
9760,Matt Moore,33,RP,Vet,"$2,311,852"
9761,Emilio Pagan,31,RP,Arb 2,"$2,300,000"
9762,Richard Bleier,35,RP,Vet,"$2,250,000"
9763,Tony Kemp,30,2B,Arb 2,"$2,250,000"
9764,A.J. Minter,28,RP,Arb 2,"$2,200,000"
9765,Wandy Peralta,30,RP,Arb 3,"$2,150,000"
9766,Diego Castillo,28,RP,Arb 1,"$2,150,000"
9767,Erick Fedde,29,SP,Arb 1,"$2,150,000"
9768,Luis Arraez,25,2B,Arb 1,"$2,125,000"
9769,Cavan Biggio,27,2B,Arb 1,"$2,122,500"
9770,Jordan Montgomery,29,SP,Arb 3,"$2,109,888"
9771,Ryne Stanek,30,RP,Arb 2,"$2,100,000"
9772,Amir Garrett,30,RP,Arb 2,"$2,025,000"
9773,Caleb Smith,30,RP,Arb 2,"$2,000,000"
9774,Adam Engel,30,RF,Arb 2,"$2,000,000"
9775,Zach Plesac,27,SP,Pre-Arb,"$2,000,000"
9776,Victor Caratini,28,C,Arb 2,"$2,000,000"
9777,Steve Cishek,36,RP,Vet,"$2,000,000"
9778,Anibal Sanchez,38,SP,Vet,"$2,000,000"
9779,Kevin Newman,28,SS,Arb 1,"$1,950,000"
9780,Danny Jansen,27,C,Arb 1,"$1,950,000"
9781,Rowdy Tellez,27,1B,Arb 1,"$1,940,000"
9782,Luke Voit,31,DH,Arb 2,"$1,916,480"
9783,Emmanuel Clase,24,RP/CL,Vet,"$1,900,000"
9784,Jose Cisnero,33,RP,Arb 2,"$1,900,000"
9785,Jose Alvarado,27,RP,Arb 2,"$1,900,000"
9786,Garrett Hampson,27,SS,Arb 1,"$1,862,500"
9787,Austin Slater,29,CF,Arb 2,"$1,850,000"
9788,Matt Boyd,31,RP,Arb 4,"$1,828,544"
9789,Hunter Strickland,33,RP,Vet,"$1,825,000"
9790,Jace Peterson,32,3B,Arb 4,"$1,825,000"
9791,Luis Cessa,30,SP,Arb 2,"$1,800,000"
9792,Ben Gamel,30,LF,Arb 3,"$1,800,000"
9793,Robbie Grossman,32,LF,Vet,"$1,758,272"
9794,Kurt Suzuki,38,C,Vet,"$1,750,000"
9795,Brad Boxberger,34,RP,Vet,"$1,750,000"
9796,Domingo German,29,SP,Arb 1,"$1,750,000"
9797,Charlie Culberson,33,3B,Vet,"$1,750,000"
9798,Michael Fulmer,29,RP,Arb 4,"$1,740,672"
9799,Paul Sewald,32,RP/CL,Arb 2,"$1,735,000"
9800,Jarlin Garcia,29,RP,Arb 2,"$1,725,000"
9801,Harrison Bader,28,CF,Vet,"$1,652,736"
9802,Myles Straw,27,CF,Vet,"$1,650,000"
9803,Jonathan Loaisiga,27,RP,Arb 1,"$1,650,000"
9804,Victor Robles,25,CF,Arb 1,"$1,650,000"
9805,Dinelson Lamet,29,RP,Arb 2,"$1,600,396"
9806,Orlando Arcia,27,2B,Vet,"$1,600,000"
9807,Adam Cimber,31,RP,Arb 2,"$1,575,000"
9808,Phil Maton,29,RP,Arb 2,"$1,550,000"
9809,Tyler Naquin,31,DH,Arb 3,"$1,503,820"
9810,Zach Davies,29,SP,Vet,"$1,500,000"
9811,Matt Duffy,31,3B,Arb 4,"$1,500,000"
9812,Carlos Santana,36,1B,Vet,"$1,500,000"
9813,Francisco Mejia,26,C,Arb 1,"$1,455,000"
9814,Wander Franco,21,SS,Vet,"$1,454,545"
9815,Matt Carpenter,36,3B,Vet,"$1,450,548"
9816,Franmil Reyes,26,DH,Arb 1,"$1,450,000"
9817,Jordan Luplow,28,OF,Arb 1,"$1,400,000"
9818,Tyler Matzek,31,RP,Arb 1,"$1,400,000"
9819,Ryan Brasier,34,RP,Arb 2,"$1,400,000"
9820,Victor Reyes,27,RF,Arb 1,"$1,400,000"
9821,Hanser Alberto,29,2B,Arb 3,"$1,350,000"
9822,Dylan Moore,29,2B,Arb 1,"$1,350,000"
9823,Elieser Hernandez,27,RP,Arb 1,"$1,325,000"
9824,Tim Hill,32,RP,Arb 1,"$1,325,000"
9825,Ryan O'Hearn,28,1B,Arb 1,"$1,300,000"
9826,Caleb Thielbar,35,RP,Arb 1,"$1,300,000"
9827,Harold Castro,28,3B,Pre-Arb,"$1,275,000"
9828,Luis Garcia,25,SP,Pre-Arb,"$1,251,500"
9829,Mychal Givens,32,RP,Vet,"$1,250,000"
9830,Tim Mayza,30,RP,Arb 1,"$1,250,000"
9831,Jake Diekman,35,RP,Vet,"$1,230,784"
9832,David Robertson,37,RP/CL,Vet,"$1,230,769"
9833,Christian Arroyo,27,2B,Arb 1,"$1,200,000"
9834,Josh Naylor,25,1B,Pre-Arb,"$1,200,000"
9835,Jon Berti,32,3B,Arb 1,"$1,200,000"
9836,Luis Torrens,26,C,Arb 1,"$1,200,000"
9837,Marwin Gonzalez,33,3B,Vet,"$1,150,000"
9838,Clay Holmes,29,RP/CL,Arb 1,"$1,100,000"
9839,Lou Trivino,30,RP,Arb 2,"$1,071,460"
9840,Darin Ruf,35,DH,Vet,"$1,054,976"
9841,Anthony Bass,34,RP,Vet,"$1,054,976"
9842,Tanner Scott,27,RP,Arb 1,"$1,050,000"
9843,Luke Weaver,28,RP,Arb 2,"$1,026,786"
9844,Guillermo Heredia,31,CF,Arb 3,"$1,000,000"
9845,Trevor Richards,29,RP,Arb 1,"$1,000,000"
9846,J.D. Davis,29,3B,Arb 2,"$970,560"
9847,Stephen Vogt,37,C,Vet,"$950,000"
9848,Chris Stratton,31,RP,Arb 2,"$949,440"
9849,Jeffrey Springs,29,SP,Arb 1,"$947,500"
9850,Jordan Hicks,25,RP,Arb 2,"$937,500"
9851,Andres Munoz,23,RP,Vet,"$937,000"
9852,Kyle Higashioka,32,C,Arb 1,"$935,000"
9853,Chris Martin,36,RP,Arb 2,"$934,066"
9854,Curt Casali,33,C,Arb 4,"$914,304"
9855,Taylor Hearn,27,RP,Pre-Arb,"$911,502"
9856,Lucas Luetge,35,RP,Arb 1,"$905,000"
9857,Robinson Chirinos,38,C,Vet,"$900,000"
9858,Luke Maile,31,C,Arb 3,"$900,000"
9859,Jason Adam,30,RP,Pre-Arb,"$900,000"
9860,Tomas Nido,28,C,Arb 1,"$890,000"
9861,Luis Guillorme,27,2B,Arb 1,"$875,000"
9862,John Brebbia,32,RP,Arb 2,"$837,500"
9863,Bo Bichette,24,SS,Pre-Arb,"$825,000"
9864,Miguel Diaz,27,RP,Pre-Arb,"$800,000"
9865,Yordan Alvarez,25,DH,Pre-Arb,"$764,600"
9866,Kyle Tucker,25,RF,Pre-Arb,"$764,200"
9867,Jonathan India,25,2B,Pre-Arb,"$760,000"
9868,Jake Cronenworth,28,2B,Pre-Arb,"$757,200"
9869,Dylan Cease,26,SP,Pre-Arb,"$750,000"
9870,Drew Smith,28,RP,Arb 1,"$750,000"
9871,Jalen Beeks,28,RP,Arb 1,"$750,000"
9872,Cristian Javier,25,SP,Pre-Arb,"$749,100"
9873,Jose Urquidy,27,SP,Pre-Arb,"$748,700"
9874,Zac Gallen,26,SP,Pre-Arb,"$745,600"
9875,Ty France,27,1B,Pre-Arb,"$734,500"
9876,Josh Rojas,28,3B,Pre-Arb,"$730,900"
9877,Patrick Wisdom,30,3B,Pre-Arb,"$730,000"
9878,Jaime Barria,25,RP,Pre-Arb,"$730,000"
9879,Will Smith,27,C,Pre-Arb,"$730,000"
9880,Ranger Suarez,26,SP,Pre-Arb,"$730,000"
9881,Tyler Rogers,31,RP,Pre-Arb,"$730,000"
9882,LaMonte Wade,28,LF,Pre-Arb,"$730,000"
9883,Alek Manoah,24,SP,Pre-Arb,"$730,000"
9884,Trent Grisham,25,CF,Pre-Arb,"$729,300"
9885,Harold Ramirez,27,RF,Arb 1,"$728,000"
9886,Nestor Cortes,27,SP,Pre-Arb,"$727,500"
9887,Austin Nola,32,C,Pre-Arb,"$726,900"
9888,Kyle Finnegan,30,RP/CL,Pre-Arb,"$725,900"
9889,Trevor Gott,29,RP,Arb 1,"$725,000"
9890,Sean Murphy,27,C,Pre-Arb,"$725,000"
9891,Seranthony Dominguez,27,RP/CL,Arb 1,"$725,000"
9892,JT Brubaker,28,SP,Pre-Arb,"$725,000"
9893,Mitch Keller,26,SP,Pre-Arb,"$725,000"
9894,Duane Underwood,27,RP,Pre-Arb,"$725,000"
9895,Rowan Wick,29,RP,Pre-Arb,"$724,000"
9896,Lane Thomas,26,CF,Pre-Arb,"$723,600"
9897,Santiago Espinal,27,2B,Pre-Arb,"$723,550"
9898,Tommy Edman,27,SS,Pre-Arb,"$722,900"
9899,Ryan Helsley,27,RP/CL,Pre-Arb,"$722,450"
9900,Gregory Soto,27,RP/CL,Pre-Arb,"$722,400"
9901,Daulton Varsho,25,CF,Pre-Arb,"$721,700"
9902,Kyle Wright,26,SP,Pre-Arb,"$720,000"
9903,Nico Hoerner,25,SS,Pre-Arb,"$720,000"
9904,Jose Ruiz,27,RP,Pre-Arb,"$720,000"
9905,Jimmy Herget,28,RP,Pre-Arb,"$720,000"
9906,Jose Quijada,26,RP/CL,Pre-Arb,"$720,000"
9907,Patrick Sandoval,25,SP,Pre-Arb,"$720,000"
9908,Taylor Ward,28,RF,Pre-Arb,"$720,000"
9909,Anthony Gonsolin,28,SP,Pre-Arb,"$720,000"
9910,Brusdar Graterol,23,RP,Pre-Arb,"$720,000"
9911,Gavin Lux,24,2B,Pre-Arb,"$720,000"
9912,Evan Phillips,27,RP,Pre-Arb,"$720,000"
9913,Alex Vesia,26,RP,Pre-Arb,"$720,000"
9914,Jose Trevino,29,C,Pre-Arb,"$720,000"
9915,Jonathan Hernandez,25,RP,Pre-Arb,"$720,000"
9916,Dennis Santana,26,RP,Pre-Arb,"$720,000"
9917,Bryan Abreu,25,RP,Pre-Arb,"$719,600"
9918,Andrew Knizner,27,C,Pre-Arb,"$718,300"
9919,Adbert Alzolay,27,RP,Pre-Arb,"$718,250"
9920,Joe Mantiply,31,RP,Pre-Arb,"$717,000"
9921,Aaron Civale,27,SP,Pre-Arb,"$716,900"
9922,Tyler Alexander,27,SP,Pre-Arb,"$716,900"
9923,Randy Arozarena,27,LF,Pre-Arb,"$716,600"
9924,Cedric Mullins,27,CF,Pre-Arb,"$716,500"
9925,Paolo Espino,35,SP,Pre-Arb,"$716,200"
9926,Nate Lowe,26,1B,Pre-Arb,"$716,000"
9927,Andrew Vaughn,24,DH,Pre-Arb,"$715,000"
9928,Jesus Luzardo,24,SP,Pre-Arb,"$715,000"
9929,Alec Bohm,25,3B,Pre-Arb,"$715,000"
9930,David Bednar,27,RP/CL,Pre-Arb,"$715,000"
9931,Thairo Estrada,26,2B,Pre-Arb,"$715,000"
9932,Devin Williams,27,RP/CL,Pre-Arb,"$714,500"
9933,Pete Fairbanks,28,RP,Pre-Arb,"$714,400"
9934,Jose Quintana,33,SP,Vet,"$714,285"
9935,Brock Burke,25,RP,Pre-Arb,"$714,000"
9936,Adolis Garcia,29,RF,Pre-Arb,"$714,000"
9937,Jonah Heim,27,C,Pre-Arb,"$714,000"
9938,Alejandro Kirk,23,C,Pre-Arb,"$714,000"
9939,Ryan Jeffers,25,C,Pre-Arb,"$713,050"
9940,Austin Hays,26,LF,Pre-Arb,"$713,000"
9941,Logan Gilbert,25,SP,Pre-Arb,"$712,300"
9942,Drew Rasmussen,26,SP,Pre-Arb,"$711,800"
9943,Erik Swanson,28,RP,Pre-Arb,"$711,600"
9944,Dillon Tate,28,RP,Pre-Arb,"$711,500"
9945,Shane McClanahan,25,SP,Pre-Arb,"$711,400"
9946,Tyrone Taylor,28,CF,Pre-Arb,"$711,100"
9947,Ryan Mountcastle,25,1B,Pre-Arb,"$711,000"
9948,James Karinchak,26,RP,Pre-Arb,"$710,606"
9949,J.T. Chargois,31,RP,Pre-Arb,"$710,500"
9950,Eric Haase,29,C,Pre-Arb,"$710,400"
9951,Jordan Romano,29,RP/CL,Pre-Arb,"$710,400"
9952,Jake Fraley,27,LF,Pre-Arb,"$710,000"
9953,Austin Gomber,28,RP,Pre-Arb,"$710,000"
9954,Brendan Rodgers,25,2B,Pre-Arb,"$710,000"
9955,Jorge Mateo,27,SS,Pre-Arb,"$709,500"
9956,Tylor Megill,26,RP,Pre-Arb,"$707,500"
9957,Albert Abreu,26,RP,Pre-Arb,"$707,500"
9958,Triston McKenzie,24,SP,Pre-Arb,"$707,100"
9959,Nick Gordon,26,SS,Pre-Arb,"$706,800"
9960,Andres Gimenez,23,2B,Pre-Arb,"$706,600"
9961,Bailey Ober,26,SP,Pre-Arb,"$706,200"
9962,Keegan Thompson,27,SP,Pre-Arb,"$706,000"
9963,Dean Kremer,26,SP,Pre-Arb,"$705,500"
9964,Edward Olivares,26,OF,Pre-Arb,"$705,500"
9965,Hoby Milner,31,RP,Arb 1,"$705,100"
9966,Cionel Perez,26,RP,Pre-Arb,"$705,000"
9967,Yonathan Daza,28,CF,Pre-Arb,"$705,000"
9968,Seth Brown,29,LF,Pre-Arb,"$705,000"
9969,Cole Irvin,28,SP,Pre-Arb,"$705,000"
9970,James Kaprielian,28,SP,Pre-Arb,"$705,000"
9971,A.J. Puk,27,RP,Pre-Arb,"$705,000"
9972,Zach Thompson,28,RP,Pre-Arb,"$705,000"
9973,Aaron Ashby,24,SP,Pre-Arb,"$704,500"
9974,Garrett Stubbs,29,C,Pre-Arb,"$704,500"
9975,Adrian Morejon,23,RP,Pre-Arb,"$704,500"
9976,Taylor Walls,25,SS,Pre-Arb,"$704,000"
9977,Joe Barlow,26,RP,Pre-Arb,"$704,000"
9978,Camilo Doval,24,RP/CL,Pre-Arb,"$703,750"
9979,Alex Lange,26,RP,Pre-Arb,"$703,700"
9980,Daniel Lynch,25,SP,Pre-Arb,"$703,600"
9981,Josiah Gray,24,SP,Pre-Arb,"$703,500"
9982,Trevor Stephan,26,RP,Pre-Arb,"$703,400"
9983,Dylan Carlson,23,RF,Pre-Arb,"$703,000"
9984,Sam Hentges,25,RP,Pre-Arb,"$702,500"
9985,Eli Morgan,26,RP,Pre-Arb,"$702,100"
9986,Joe Ryan,26,SP,Pre-Arb,"$701,650"
9987,Keegan Akin,27,RP,Pre-Arb,"$701,640"
9988,Geraldo Perdomo,22,SS,Pre-Arb,"$701,300"
9989,Owen Miller,25,1B,Pre-Arb,"$701,100"
9990,Dylan Coleman,25,RP,Pre-Arb,"$700,650"
9991,Bryan Baker,27,RP,Pre-Arb,"$700,500"
9992,Rougned Odor,28,2B,Vet,"$700,000"
9993,Javier Assad,24,SP,Pre-Arb,"$700,000"
9994,Chase Anderson,34,SP,Vet,"$700,000"
9995,Fernando Cruz,0,RP,Pre-Arb,"$700,000"
9996,Alexis Diaz,25,RP/CL,Pre-Arb,"$700,000"
9997,Hunter Greene,22,SP,Pre-Arb,"$700,000"
9998,Derek Law,31,RP,Arb 1,"$700,000"
9999,Steven Kwan,24,LF,Pre-Arb,"$700,000"
10000,Cody Morris,25,SP,Pre-Arb,"$700,000"
10001,Daniel Norris,29,RP,Vet,"$700,000"
10002,Jeremy Pena,24,SS,Pre-Arb,"$700,000"
10003,Bobby Witt Jr.,22,SS,Pre-Arb,"$700,000"
10004,Jhoan Duran,24,RP,Pre-Arb,"$700,000"
10005,Billy Hamilton,31,CF,Vet,"$700,000"
10006,Domingo Acevedo,28,RP,Pre-Arb,"$700,000"
10007,Andre Pallante,23,RP,Pre-Arb,"$700,000"
10008,Shawn Armstrong,31,RP,Arb 2,"$700,000"
10009,Kevin Plawecki,31,C,Arb 4,"$700,000"
10010,Joey Meneses,30,1B,Pre-Arb,"$700,000"
10011,Michael Brosseau,28,3B,Pre-Arb,"$698,580"
10012,Will Vest,27,RP,Pre-Arb,"$696,126"
10013,Chas McCormick,27,CF,Pre-Arb,"$696,060"
10014,Kyle Isbel,25,RF,Pre-Arb,"$694,260"
10015,Gilberto Celestino,23,LF,Pre-Arb,"$687,436"
10016,Cal Raleigh,25,C,Pre-Arb,"$683,574"
10017,Jackson Stephens,28,RP,Pre-Arb,"$680,742"
10018,Griffin Jax,27,RP,Pre-Arb,"$680,742"
10019,Caleb Ferguson,25,RP,Arb 1,"$678,640"
10020,Nick Lodolo,24,SP,Pre-Arb,"$673,050"
10021,Andrew Bellatti,30,RP,Pre-Arb,"$673,050"
10022,Gavin Sheets,26,DH,Pre-Arb,"$671,067"
10023,Bryson Stott,24,2B,Pre-Arb,"$669,204"
10024,Ryan McKenna,25,CF,Pre-Arb,"$669,164"
10025,William Contreras,24,C,Pre-Arb,"$667,071"
10026,Steven Wilson,27,RP,Pre-Arb,"$665,358"
10027,Hunter Harvey,27,RP,Pre-Arb,"$661,512"
10028,Brady Singer,25,SP,Pre-Arb,"$650,370"
10029,Nick Sandlin,25,RP,Pre-Arb,"$647,640"
10030,Reid Detmers,22,SP,Pre-Arb,"$647,566"
10031,Jason Foley,26,RP,Pre-Arb,"$647,472"
10032,Chase De Jong,28,RP,Pre-Arb,"$646,128"
10033,Penn Murfee,28,RP,Pre-Arb,"$646,128"
10034,Erasmo Ramirez,32,RP,Vet,"$646,128"
10035,Bryan De La Cruz,25,CF,Pre-Arb,"$643,914"
10036,Bobby Dalbec,27,1B,Pre-Arb,"$643,372"
10037,Kris Bubic,24,SP,Pre-Arb,"$643,208"
10038,Enyel De Los Santos,26,RP,Pre-Arb,"$642,282"
10039,Glenn Otto,26,SP,Pre-Arb,"$642,282"
10040,Aristides Aquino,28,RF,Pre-Arb,"$640,096"
10041,Abraham Toro-Hernandez,25,3B,Pre-Arb,"$638,067"
10042,Connor Brogdon,27,RP,Pre-Arb,"$636,498"
10043,Nabil Crismatt,27,RP,Pre-Arb,"$634,240"
10044,Brendan Donovan,25,LF,Pre-Arb,"$630,744"
10045,Matt Reynolds,31,3B,Pre-Arb,"$623,052"
10046,Kyle Bradish,25,SP,Pre-Arb,"$615,360"
10047,Kirby Snead,27,RP,Pre-Arb,"$615,360"
10048,Matt Festa,29,RP,Pre-Arb,"$615,360"
10049,Matt Vierling,25,OF,Pre-Arb,"$615,012"
10050,Joey Bart,25,C,Pre-Arb,"$614,146"
10051,Connor Overton,28,RP,Pre-Arb,"$611,514"
10052,MJ Melendez,23,DH,Pre-Arb,"$603,822"
10053,John Schreiber,28,RP,Pre-Arb,"$599,976"
10054,Jose Miranda,24,SS,Pre-Arb,"$596,130"
10055,Keston Hiura,25,2B,Pre-Arb,"$592,722"
10056,Jake Meyers,26,OF,Pre-Arb,"$589,504"
10057,Austin Voth,30,SP,Arb 1,"$576,960"
10058,Joel Kuhnel,27,RP,Pre-Arb,"$576,900"
10059,Luis Rengifo,25,2B,Pre-Arb,"$576,900"
10060,Isaac Paredes,23,3B,Pre-Arb,"$576,900"
10061,Jake Cousins,27,RP,Pre-Arb,"$570,507"
10062,Buck Farmer,31,RP,Arb 3,"$569,740"
10063,C.J. Edwards,30,RP,Arb 4,"$569,208"
10064,Mauricio Dubon,27,CF,Pre-Arb,"$565,776"
10065,Alfonso Rivas,25,1B,Pre-Arb,"$562,684"
10066,Yency Almonte,28,RP,Pre-Arb,"$561,516"
10067,Jose Azocar,26,OF,Pre-Arb,"$561,516"
10068,Spenser Watkins,29,SP,Pre-Arb,"$557,670"
10069,Andres Machado,29,RP,Pre-Arb,"$552,522"
10070,Reiver Sanmartin,26,RP,Pre-Arb,"$549,978"
10071,Michael Rucker,28,RP,Pre-Arb,"$548,120"
10072,Andrew Wantz,26,RP,Pre-Arb,"$546,132"
10073,Tyler Heineman,31,C,Pre-Arb,"$546,132"
10074,Christopher Morel,23,CF,Pre-Arb,"$542,286"
10075,Brian Serven,27,C,Pre-Arb,"$542,286"
10076,Lars Nootbaar,24,OF,Pre-Arb,"$538,625"
10077,Brandon Hughes,26,RP/CL,Pre-Arb,"$538,440"
10078,Jose Suarez,24,SP,Pre-Arb,"$538,016"
10079,Ehire Adrianza,32,SS,Vet,"$535,730"
10080,Nick Mears,25,RP,Pre-Arb,"$534,612"
10081,Diego Castillo,28,2B,Pre-Arb,"$534,594"
10082,Jake McCarthy,24,OF,Pre-Arb,"$528,683"
10083,Jorge Lopez,29,RP/CL,Arb 1,"$527,488"
10084,Dylan Lee,27,RP,Pre-Arb,"$526,902"
10085,Adley Rutschman,24,C,Pre-Arb,"$526,902"
10086,Bryse Wilson,24,SP,Pre-Arb,"$526,486"
10087,Mason Thompson,24,RP,Pre-Arb,"$524,688"
10088,Cooper Hummel,27,DH,Pre-Arb,"$523,056"
10089,P.J. Higgins,29,C,Pre-Arb,"$523,056"
